year,school_name,number_of_samples_tested,number_of_elevated_samples,math_score,ela_score,percent_elevated,dbn,total_enrollment,grade_pk_half_day_full_day,grade_k,grade_1,grade_2,grade_3,grade_4,grade_5,grade_6,grade_7,grade_8,grade_9,grade_10,grade_11,grade_12,number_female,percent_female,number_male,percent_male,number_asian,percent_asian,number_black,percent_black,number_hispanic,percent_hispanic,number_multiple_race_categories_not_represented,percent_multiple_race_categories_not_represented,number_white,percent_white,number_students_with_disabilities,percent_students_with_disabilities,number_english_language_learners,percent_english_language_learners,number_poverty,percent_poverty,economic_need_index,school_year
2016,P.S. 020 ANNA SILVER,122,3,297,301,0.02459016393442623,01M020,540,41,83,83,92,95,77,69,0,0,0,0,0,0,0,265,49.1,275,50.9,175,32.4,52,9.6,264,48.9,22,4.1,27,5,116,21.5,93,17.2,315,58.3,67.7,2016-17
2016,P.S. 020 CLINTON HILL,153,2,307,314,0.013071895424836602,13K020,410,54,72,72,69,42,54,47,0,0,0,0,0,0,0,213,52,197,48,19,4.6,207,50.5,89,21.7,24,5.9,71,17.3,56,13.7,17,4.1,257,62.7,52.8,2016-17
2016,P.S. 020 JOHN BOWNE,202,18,327,314,0.0891089108910891,25Q020,1366,108,225,190,189,185,228,241,0,0,0,0,0,0,0,661,48.4,705,51.6,1041,76.2,49,3.6,248,18.2,10,0.7,18,1.3,192,14.1,484,35.4,1284,94,57.2,2016-17
2016,P.S. 020 PORT RICHMOND,54,1,285,291,0.018518518518518517,31R020,482,0,61,79,81,97,89,75,0,0,0,0,0,0,0,234,48.5,248,51.5,3,0.6,72,14.9,372,77.2,10,2.1,25,5.2,176,36.5,187,38.8,472,97.9,86,2016-17
2016,P.S. 021 CRISPUS ATTUCKS,125,3,310,308,0.024,16K021,589,51,77,78,98,93,107,85,0,0,0,0,0,0,0,289,49.1,300,50.9,6,1,511,86.8,53,9,3,0.5,16,2.7,114,19.4,14,2.4,401,68.1,76.6,2016-17
2016,P.S. 021 EDWARD HART,192,5,328,325,0.026041666666666668,25Q021,1406,90,209,199,222,225,248,213,0,0,0,0,0,0,0,681,48.4,725,51.6,873,62.1,15,1.1,413,29.4,14,1,91,6.5,175,12.4,307,21.8,1109,78.9,46.6,2016-17
2016,P.S. 021 PHILIP H. SHERIDAN,74,9,282,291,0.12162162162162163,11X021,681,0,92,107,137,125,112,108,0,0,0,0,0,0,0,316,46.4,365,53.6,9,1.3,452,66.4,187,27.5,25,3.7,8,1.2,134,19.7,61,9,577,84.7,79.8,2016-17
2016,P.S. 022 GRANITEVILLE,142,6,301,303,0.04225352112676056,31R022,1018,18,128,181,179,168,162,182,0,0,0,0,0,0,0,523,51.4,495,48.6,76,7.5,256,25.1,555,54.5,28,2.8,103,10.1,250,24.6,168,16.5,860,84.5,66.7,2016-17
2016,P.S. 022 THOMAS JEFFERSON,105,12,331,319,0.11428571428571428,25Q022,892,36,147,140,151,126,144,148,0,0,0,0,0,0,0,443,49.7,449,50.3,541,60.7,7,0.8,305,34.2,11,1.2,28,3.1,108,12.1,453,50.8,796,89.2,52.5,2016-17
2016,P.S. 023 CARTER G. WOODSON,133,4,290,294,0.03007518796992481,14K023,321,36,49,45,51,41,45,54,0,0,0,0,0,0,0,147,45.8,174,54.2,2,0.6,164,51.1,143,44.5,2,0.6,10,3.1,102,31.8,34,10.6,262,81.6,89.5,2016-17
2016,P.S. 023 RICHMONDTOWN,102,9,332,325,0.08823529411764706,31R023,528,36,87,92,83,86,84,60,0,0,0,0,0,0,0,278,52.7,250,47.3,20,3.8,6,1.1,86,16.3,8,1.5,408,77.3,142,26.9,22,4.2,181,34.3,24.1,2016-17
2016,P.S. 023 THE NEW CHILDREN'S SCHOOL,122,3,281,282,0.02459016393442623,10X023,520,48,75,71,67,94,86,79,0,0,0,0,0,0,0,261,50.2,259,49.8,2,0.4,192,36.9,319,61.3,3,0.6,4,0.8,138,26.5,89,17.1,455,87.5,92.3,2016-17
2016,P.S. 024,157,14,290,285,0.08917197452229299,15K024,677,40,106,94,101,109,113,114,0,0,0,0,0,0,0,356,52.6,321,47.4,34,5,8,1.2,600,88.6,2,0.3,33,4.9,128,18.9,302,44.6,639,94.4,77.6,2016-17
2016,P.S. 024 ANDREW JACKSON,189,26,333,321,0.13756613756613756,25Q024,990,0,128,141,165,159,216,181,0,0,0,0,0,0,0,484,48.9,506,51.1,845,85.4,23,2.3,100,10.1,7,0.7,15,1.5,118,11.9,417,42.1,456,46.1,48.3,2016-17
2016,P.S. 024 SPUYTEN DUYVIL,96,1,325,321,0.010416666666666666,10X024,964,0,151,176,173,159,156,149,0,0,0,0,0,0,0,470,48.8,494,51.2,85,8.8,58,6,409,42.4,45,4.7,367,38.1,136,14.1,33,3.4,266,27.6,21.3,2016-17
2016,P.S. 025 BILINGUAL SCHOOL,37,3,297,301,0.08108108108108109,07X025,500,32,78,79,84,92,68,67,0,0,0,0,0,0,0,222,44.4,278,55.6,7,1.4,54,10.8,431,86.2,3,0.6,5,1,137,27.4,83,16.6,483,96.6,84,2016-17
2016,P.S. 025 EUBIE BLAKE SCHOOL,79,1,300,298,0.012658227848101266,16K025,123,13,17,14,21,19,20,19,0,0,0,0,0,0,0,62,50.4,61,49.6,5,4.1,83,67.5,30,24.4,1,0.8,4,3.3,34,27.6,8,6.5,121,98.4,85,2016-17
2016,P.S. 026 JESSE OWENS,186,19,303,307,0.10215053763440861,16K026,219,18,20,41,38,42,29,31,0,0,0,0,0,0,0,98,44.7,121,55.3,4,1.8,147,67.1,62,28.3,0,0,6,2.7,64,29.2,18,8.2,168,76.7,82.6,2016-17
2016,P.S. 026 RUFUS KING,117,12,330,327,0.10256410256410256,26Q026,699,30,116,106,108,111,127,101,0,0,0,0,0,0,0,361,51.6,338,48.4,428,61.2,62,8.9,113,16.2,18,2.6,78,11.2,125,17.9,71,10.2,410,58.7,30.5,2016-17
2016,P.S. 026 THE CARTERET SCHOOL,33,0,316,306,0,31R026,242,18,45,43,47,34,28,27,0,0,0,0,0,0,0,133,55,109,45,25,10.3,5,2.1,78,32.2,4,1.7,130,53.7,54,22.3,23,9.5,116,47.9,27.3,2016-17
2016,P.S. 028 MOUNT HOPE,69,7,295,293,0.10144927536231885,09X028,751,46,122,93,132,113,110,135,0,0,0,0,0,0,0,307,40.9,444,59.1,9,1.2,143,19,589,78.4,2,0.3,8,1.1,179,23.8,227,30.2,732,97.5,89.8,2016-17
2016,P.S. 028 THE WARREN PREP ACADEMY,52,6,289,296,0.11538461538461539,16K028,166,14,20,16,28,35,26,27,0,0,0,0,0,0,0,83,50,83,50,3,1.8,134,80.7,19,11.4,2,1.2,8,4.8,37,22.3,13,7.8,158,95.2,88,2016-17
2016,P.S. 028 WRIGHT BROTHERS,164,2,302,295,0.012195121951219513,06M028,700,36,114,99,119,127,108,97,0,0,0,0,0,0,0,334,47.7,366,52.3,5,0.7,93,13.3,570,81.4,8,1.1,24,3.4,177,25.3,255,36.4,580,82.9,88.4,2016-17
2016,P.S. 029 BARDWELL,71,4,319,321,0.056338028169014086,31R029,689,16,104,109,101,97,130,132,0,0,0,0,0,0,0,315,45.7,374,54.3,112,16.3,59,8.6,152,22.1,19,2.8,347,50.4,135,19.6,38,5.5,349,50.7,32.6,2016-17
2016,P.S. 029 JOHN M. HARRIGAN,73,1,332,334,0.0136986301369863,15K029,967,54,145,175,153,169,137,134,0,0,0,0,0,0,0,479,49.5,488,50.5,43,4.4,38,3.9,112,11.6,55,5.7,719,74.4,112,11.6,39,4,97,10,8.2,2016-17
2016,P.S. 029 QUEENS,101,5,308,305,0.04950495049504951,25Q029,717,36,100,113,123,105,127,113,0,0,0,0,0,0,0,351,49,366,51,212,29.6,12,1.7,415,57.9,3,0.4,75,10.5,130,18.1,207,28.9,625,87.2,50.1,2016-17
2016,P.S. 030 HERNANDEZ/HUGHES,218,11,276,293,0.05045871559633028,05M030,269,23,44,43,33,40,35,51,0,0,0,0,0,0,0,131,48.7,138,51.3,1,0.4,122,45.4,137,50.9,4,1.5,5,1.9,83,30.9,26,9.7,257,95.5,91.2,2016-17
2016,P.S. 030 WESTERLEIGH,79,0,319,319,0,31R030,812,18,140,147,132,131,128,116,0,0,0,0,0,0,0,401,49.4,411,50.6,55,6.8,21,2.6,200,24.6,25,3.1,511,62.9,190,23.4,65,8,278,34.2,26.3,2016-17
2016,P.S. 030 WILTON,111,7,266,281,0.06306306306306306,07X030,590,50,78,77,97,91,105,92,0,0,0,0,0,0,0,301,51,289,49,7,1.2,119,20.2,443,75.1,4,0.7,17,2.9,136,23.1,107,18.1,543,92,91.4,2016-17
2016,P.S. 031 BAYSIDE,80,2,328,319,0.025,26Q031,556,36,93,82,84,80,86,95,0,0,0,0,0,0,0,262,47.1,294,52.9,320,57.6,44,7.9,112,20.1,3,0.5,77,13.8,87,15.6,77,13.8,303,54.5,27.5,2016-17
2016,P.S. 031 SAMUEL F. DUPONT,82,22,329,325,0.2682926829268293,14K031,593,69,104,100,92,76,65,87,0,0,0,0,0,0,0,288,48.6,305,51.4,50,8.4,29,4.9,250,42.2,5,0.8,259,43.7,90,15.2,48,8.1,407,68.6,42.3,2016-17
2016,P.S. 031 WILLIAM T. DAVIS,126,14,276,284,0.1111111111111111,31R031,418,29,66,58,65,63,77,60,0,0,0,0,0,0,0,201,48.1,217,51.9,4,1,194,46.4,179,42.8,23,5.5,18,4.3,121,28.9,26,6.2,369,88.3,89.7,2016-17
2016,P.S. 032 BELMONT,87,3,297,301,0.034482758620689655,10X032,820,36,107,129,148,136,135,129,0,0,0,0,0,0,0,435,53,385,47,5,0.6,204,24.9,587,71.6,8,1,16,2,209,25.5,115,14,810,98.8,90.6,2016-17
2016,P.S. 032 SAMUEL MILLS SPROLE,112,4,325,324,0.03571428571428571,15K032,518,35,64,78,75,109,99,58,0,0,0,0,0,0,0,233,45,285,55,50,9.7,103,19.9,120,23.2,14,2.7,231,44.6,120,23.2,22,4.2,225,43.4,39.3,2016-17
2016,P.S. 032 STATE STREET,59,0,337,326,0,25Q032,974,35,169,156,160,141,156,157,0,0,0,0,0,0,0,479,49.2,495,50.8,659,67.7,10,1,177,18.2,22,2.3,106,10.9,110,11.3,152,15.6,580,59.5,36.8,2016-17
2016,P.S. 032 THE GIFFORD SCHOOL,133,7,319,317,0.05263157894736842,31R032,676,54,111,96,95,110,105,105,0,0,0,0,0,0,0,322,47.6,354,52.4,29,4.3,8,1.2,120,17.8,18,2.7,501,74.1,199,29.4,20,3,224,33.1,23.9,2016-17
2016,P.S. 033 CHELSEA PREP,160,8,334,329,0.05,02M033,622,34,87,93,113,102,93,100,0,0,0,0,0,0,0,323,51.9,299,48.1,142,22.8,89,14.3,178,28.6,54,8.7,159,25.6,87,14,20,3.2,286,46,41.5,2016-17
2016,P.S. 033 EDWARD M. FUNK,127,26,308,312,0.2047244094488189,29Q033,989,0,157,182,159,163,166,162,0,0,0,0,0,0,0,466,47.1,523,52.9,463,46.8,146,14.8,260,26.3,76,7.7,44,4.4,124,12.5,174,17.6,804,81.3,40.1,2016-17
2016,P.S. 033 TIMOTHY DWIGHT,60,5,287,290,0.08333333333333333,10X033,994,54,146,154,160,162,173,145,0,0,0,0,0,0,0,481,48.4,513,51.6,12,1.2,113,11.4,836,84.1,17,1.7,16,1.6,220,22.1,247,24.8,775,78,87.8,2016-17
2016,P.S. 034 FRANKLIN D. ROOSEVELT,88,4,291,299,0.045454545454545456,01M034,350,13,21,24,37,31,29,36,38,59,62,0,0,0,0,170,48.6,180,51.4,19,5.4,102,29.1,216,61.7,2,0.6,11,3.1,130,37.1,27,7.7,348,99.4,86.2,2016-17
2016,P.S. 034 JOHN HARVARD,74,9,297,302,0.12162162162162163,29Q034,569,32,78,101,82,99,86,91,0,0,0,0,0,0,0,271,47.6,298,52.4,47,8.3,414,72.8,87,15.3,12,2.1,9,1.6,85,14.9,67,11.8,523,91.9,51.5,2016-17
2016,P.S. 034 OLIVER H. PERRY,28,0,321,323,0,14K034,489,36,74,73,75,71,92,68,0,0,0,0,0,0,0,238,48.7,251,51.3,12,2.5,18,3.7,88,18,5,1,366,74.8,59,12.1,75,15.3,86,17.6,28,2016-17
2016,P.S. 035 FRANZ SIEGEL,48,1,286,297,0.020833333333333332,09X035,671,0,107,103,89,114,130,128,0,0,0,0,0,0,0,322,48,349,52,7,1,193,28.8,458,68.3,6,0.9,7,1,152,22.7,183,27.3,646,96.3,80.7,2016-17
2016,P.S. 035 NATHANIEL WOODHULL,134,2,295,301,0.014925373134328358,29Q035,680,36,117,109,95,89,133,101,0,0,0,0,0,0,0,342,50.3,338,49.7,193,28.4,230,33.8,188,27.6,50,7.4,19,2.8,97,14.3,96,14.1,595,87.5,54.4,2016-17
2016,P.S. 036 J. C. DRUMGOOLE,175,8,321,327,0.045714285714285714,31R036,884,86,141,125,127,120,146,139,0,0,0,0,0,0,0,427,48.3,457,51.7,44,5,2,0.2,117,13.2,13,1.5,708,80.1,205,23.2,20,2.3,272,30.8,17.7,2016-17
2016,P.S. 036 MARGARET DOUGLAS,108,5,289,293,0.046296296296296294,05M036,427,65,60,76,62,55,58,51,0,0,0,0,0,0,0,228,53.4,199,46.6,5,1.2,181,42.4,224,52.5,10,2.3,7,1.6,137,32.1,31,7.3,380,89,81.8,2016-17
2016,P.S. 036 SAINT ALBANS SCHOOL,51,1,293,303,0.0196078431372549,29Q036,466,0,62,69,75,72,94,94,0,0,0,0,0,0,0,231,49.6,235,50.4,8,1.7,398,85.4,43,9.2,16,3.4,1,0.2,97,20.8,24,5.2,293,62.9,61.8,2016-17
2016,P.S. 036 UNIONPORT,46,4,303,299,0.08695652173913043,08X036,743,54,104,129,123,108,114,111,0,0,0,0,0,0,0,358,48.2,385,51.8,175,23.6,72,9.7,453,61,20,2.7,23,3.1,140,18.8,119,16,483,65,72.2,2016-17
2016,P.S. 038 GEORGE CROMWELL,48,3,314,318,0.0625,31R038,388,30,52,65,51,69,59,62,0,0,0,0,0,0,0,198,51,190,49,45,11.6,9,2.3,131,33.8,7,1.8,196,50.5,83,21.4,68,17.5,264,68,41.7,2016-17
2016,P.S. 038 ROSEDALE,46,8,300,308,0.17391304347826086,29Q038,223,0,39,36,35,42,36,35,0,0,0,0,0,0,0,94,42.2,129,57.8,6,2.7,196,87.9,15,6.7,1,0.4,5,2.2,40,17.9,10,4.5,178,79.8,36.2,2016-17
2016,P.S. 038 THE PACIFIC,112,6,316,317,0.05357142857142857,15K038,544,93,77,74,77,89,60,74,0,0,0,0,0,0,0,255,46.9,289,53.1,95,17.5,190,34.9,120,22.1,23,4.2,116,21.3,88,16.2,27,5,284,52.2,48.2,2016-17
2016,P.S. 039 HENRY BRISTOW,26,0,336,341,0,15K039,416,20,75,80,68,75,48,50,0,0,0,0,0,0,0,194,46.6,222,53.4,32,7.7,25,6,33,7.9,11,2.6,315,75.7,50,12,13,3.1,55,13.2,15,2016-17
2016,P.S. 040 AUGUSTUS SAINT-GAUDENS,95,5,344,344,0.05263157894736842,02M040,650,35,126,103,94,103,96,93,0,0,0,0,0,0,0,336,51.7,314,48.3,70,10.8,18,2.8,93,14.3,67,10.3,402,61.8,119,18.3,25,3.8,54,8.3,11.1,2016-17
2016,P.S. 040 GEORGE W. CARVER,138,7,285,291,0.050724637681159424,16K040,300,34,35,60,36,49,45,41,0,0,0,0,0,0,0,144,48,156,52,12,4,213,71,57,19,11,3.7,7,2.3,77,25.7,25,8.3,245,81.7,88.3,2016-17
2016,P.S. 040 SAMUEL HUNTINGTON,100,3,289,285,0.03,28Q040,498,31,50,75,56,85,113,88,0,0,0,0,0,0,0,234,47,264,53,52,10.4,294,59,119,23.9,13,2.6,20,4,140,28.1,23,4.6,474,95.2,73.8,2016-17
2016,P.S. 041 CROCHERON,74,0,344,333,0,26Q041,510,0,71,82,72,84,102,99,0,0,0,0,0,0,0,256,50.2,254,49.8,231,45.3,13,2.5,108,21.2,15,2.9,143,28,88,17.3,37,7.3,197,38.6,23.9,2016-17
2016,P.S. 041 FRANCIS WHITE,90,0,275,284,0,23K041,476,0,42,44,53,55,58,49,63,64,48,0,0,0,0,241,50.6,235,49.4,5,1.1,287,60.3,163,34.2,15,3.2,6,1.3,150,31.5,30,6.3,471,98.9,90.4,2016-17
2016,P.S. 041 GREENWICH VILLAGE,123,8,342,339,0.06504065040650407,02M041,699,36,97,124,91,125,114,112,0,0,0,0,0,0,0,379,54.2,320,45.8,57,8.2,13,1.9,62,8.9,84,12,483,69.1,113,16.2,10,1.4,31,4.4,5.2,2016-17
2016,P.S. 041 GUN HILL ROAD,64,11,289,296,0.171875,11X041,935,0,130,140,143,182,181,159,0,0,0,0,0,0,0,470,50.3,465,49.7,14,1.5,498,53.3,397,42.5,9,1,17,1.8,167,17.9,95,10.2,927,99.1,84.2,2016-17
2016,P.S. 042 BENJAMIN ALTMAN,66,2,343,322,0.030303030303030304,02M042,654,38,94,90,94,89,122,127,0,0,0,0,0,0,0,312,47.7,342,52.3,598,91.4,4,0.6,34,5.2,4,0.6,14,2.1,118,18,209,32,371,56.7,70.6,2016-17
2016,P.S. 042 CLAREMONT,67,6,278,290,0.08955223880597014,09X042,444,30,77,74,59,64,72,68,0,0,0,0,0,0,0,222,50,222,50,3,0.7,174,39.2,262,59,1,0.2,4,0.9,126,28.4,65,14.6,440,99.1,92.1,2016-17
2016,P.S. 042 ELTINGVILLE,129,12,316,319,0.09302325581395349,31R042,1018,54,153,190,172,140,150,159,0,0,0,0,0,0,0,490,48.1,528,51.9,65,6.4,12,1.2,135,13.3,12,1.2,794,78,236,23.2,31,3,358,35.2,24.3,2016-17
2016,P.S. 043,301,56,283,293,0.18604651162790697,27Q043,924,54,94,99,106,123,105,106,78,74,85,0,0,0,0,477,51.6,447,48.4,39,4.2,545,59,291,31.5,19,2.1,30,3.2,217,23.5,72,7.8,822,89,78.8,2016-17
2016,P.S. 043 JONAS BRONCK,99,4,297,299,0.04040404040404041,07X043,470,36,55,74,72,87,73,73,0,0,0,0,0,0,0,242,51.5,228,48.5,3,0.6,132,28.1,328,69.8,2,0.4,5,1.1,118,25.1,57,12.1,457,97.2,90.9,2016-17
2016,P.S. 044 DAVID C. FARRAGUT,71,9,284,288,0.1267605633802817,12X044,274,34,47,44,37,37,42,33,0,0,0,0,0,0,0,143,52.2,131,47.8,0,0,103,37.6,167,60.9,1,0.4,3,1.1,60,21.9,40,14.6,267,97.4,92.5,2016-17
2016,P.S. 044 MARCUS GARVEY,142,6,273,291,0.04225352112676056,13K044,205,24,34,30,29,35,23,30,0,0,0,0,0,0,0,103,50.2,102,49.8,5,2.4,167,81.5,25,12.2,4,2,4,2,44,21.5,15,7.3,196,95.6,87.2,2016-17
2016,P.S. 044 THOMAS C. BROWN,117,12,270,281,0.10256410256410256,31R044,912,70,138,164,148,147,122,123,0,0,0,0,0,0,0,470,51.5,442,48.5,29,3.2,374,41,451,49.5,36,3.9,22,2.4,323,35.4,69,7.6,864,94.7,83.2,2016-17
2016,P.S. 045 CLARENCE WITHERSPOON,53,6,286,292,0.11320754716981132,27Q045,355,31,54,50,42,53,59,48,18,0,0,0,0,0,0,159,44.8,196,55.2,23,6.5,249,70.1,70,19.7,9,2.5,4,1.1,80,22.5,35,9.9,325,91.5,59.8,2016-17
2016,P.S. 045 JOHN TYLER,63,4,295,307,0.06349206349206349,31R045,873,33,146,132,156,134,133,139,0,0,0,0,0,0,0,430,49.3,443,50.7,51,5.8,149,17.1,422,48.3,36,4.1,215,24.6,189,21.6,50,5.7,644,73.8,57.4,2016-17
2016,P.S. 046 ALBERT V. MANISCALCO,53,5,294,301,0.09433962264150944,31R046,286,18,46,39,46,44,50,43,0,0,0,0,0,0,0,143,50,143,50,27,9.4,45,15.7,119,41.6,5,1.7,90,31.5,89,31.1,29,10.1,245,85.7,63.5,2016-17
2016,P.S. 046 ALLEY POND,202,21,349,327,0.10396039603960396,26Q046,598,18,70,92,100,95,108,115,0,0,0,0,0,0,0,273,45.7,325,54.3,380,63.5,25,4.2,81,13.5,20,3.3,92,15.4,148,24.7,61,10.2,296,49.5,27.5,2016-17
2016,P.S. 046 ARTHUR TAPPAN,110,0,270,283,0,05M046,687,34,72,70,87,96,76,72,60,64,56,0,0,0,0,359,52.3,328,47.7,4,0.6,328,47.7,342,49.8,7,1,6,0.9,199,29,68,9.9,647,94.2,90.2,2016-17
2016,P.S. 046 EDGAR ALLAN POE,182,9,279,279,0.04945054945054945,10X046,1036,0,154,167,164,191,190,170,0,0,0,0,0,0,0,489,47.2,547,52.8,30,2.9,156,15.1,820,79.2,5,0.5,25,2.4,278,26.8,401,38.7,857,82.7,89.2,2016-17
2016,P.S. 046 EDWARD C. BLUM,121,2,292,294,0.01652892561983471,13K046,320,41,40,50,40,55,46,48,0,0,0,0,0,0,0,167,52.2,153,47.8,5,1.6,164,51.2,140,43.8,6,1.9,5,1.6,96,30,44,13.8,293,91.6,84,2016-17
2016,P.S. 047 CHRIS GALAS,10,1,318,320,0.1,27Q047,214,18,32,18,32,24,29,23,12,16,10,0,0,0,0,106,49.5,108,50.5,0,0,1,0.5,38,17.8,2,0.9,173,80.8,58,27.1,4,1.9,82,38.3,28.1,2016-17
2016,P.S. 047 JOHN RANDOLPH,70,1,282,290,0.014285714285714285,12X047,1142,0,163,176,204,200,204,195,0,0,0,0,0,0,0,570,49.9,572,50.1,145,12.7,201,17.6,743,65.1,27,2.4,26,2.3,191,16.7,293,25.7,1089,95.4,80.6,2016-17
2016,P.S. 048 JOSEPH R. DRAKE,88,7,279,283,0.07954545454545454,08X048,815,78,112,129,129,119,115,133,0,0,0,0,0,0,0,411,50.4,404,49.6,7,0.9,214,26.3,578,70.9,5,0.6,11,1.3,239,29.3,146,17.9,692,84.9,90.7,2016-17
2016,P.S. 048 MAPLETON,58,4,313,309,0.06896551724137931,20K048,590,18,100,89,87,94,114,88,0,0,0,0,0,0,0,280,47.5,310,52.5,283,48,3,0.5,155,26.3,10,1.7,139,23.6,103,17.5,182,30.8,354,60,64.1,2016-17
2016,P.S. 048 P.O. MICHAEL J. BUCZEK,149,7,286,289,0.04697986577181208,06M048,579,36,69,84,93,84,119,94,0,0,0,0,0,0,0,261,45.1,318,54.9,4,0.7,3,0.5,548,94.6,2,0.3,22,3.8,146,25.2,189,32.6,546,94.3,74.3,2016-17
2016,P.S. 048 WILLIAM G. WILCOX,169,4,327,326,0.023668639053254437,31R048,975,18,105,103,103,95,102,132,101,120,96,0,0,0,0,485,49.7,490,50.3,182,18.7,42,4.3,166,17,17,1.7,568,58.3,191,19.6,65,6.7,417,42.8,28.5,2016-17
2016,P.S. 048 WILLIAM WORDSWORTH,152,8,307,311,0.05263157894736842,28Q048,628,53,97,92,96,99,101,90,0,0,0,0,0,0,0,287,45.7,341,54.3,98,15.6,370,58.9,121,19.3,32,5.1,7,1.1,179,28.5,58,9.2,563,89.6,68.5,2016-17
2016,P.S. 049 DOROTHY BONAWIT KOLE,105,10,322,319,0.09523809523809523,24Q049,1131,0,109,103,108,133,129,135,146,135,133,0,0,0,0,534,47.2,597,52.8,192,17,5,0.4,292,25.8,11,1,631,55.8,182,16.1,75,6.6,525,46.4,29.8,2016-17
2016,P.S. 049 WILLIS AVENUE,118,2,298,295,0.01694915254237288,07X049,662,53,100,105,119,97,84,104,0,0,0,0,0,0,0,321,48.5,341,51.5,2,0.3,182,27.5,465,70.2,7,1.1,6,0.9,185,27.9,107,16.2,652,98.5,91,2016-17
2016,P.S. 050 FRANK HANKINSON,131,12,336,332,0.0916030534351145,31R050,798,36,91,113,119,134,164,141,0,0,0,0,0,0,0,414,51.9,384,48.1,82,10.3,21,2.6,121,15.2,19,2.4,555,69.5,164,20.6,27,3.4,267,33.5,24.1,2016-17
2016,P.S. 050 TALFOURD LAWN ELEMENTARY SCHOOL,106,2,311,312,0.018867924528301886,28Q050,811,67,122,125,127,137,104,129,0,0,0,0,0,0,0,382,47.1,429,52.9,183,22.6,161,19.9,358,44.1,92,11.3,17,2.1,158,19.5,134,16.5,759,93.6,61.3,2016-17
2016,P.S. 051 BRONX NEW SCHOOL,79,1,298,303,0.012658227848101266,10X051,232,18,42,46,39,27,29,31,0,0,0,0,0,0,0,109,47,123,53,4,1.7,81,34.9,142,61.2,2,0.9,3,1.3,36,15.5,8,3.4,205,88.4,75.6,2016-17
2016,P.S. 051 ELIAS HOWE,161,11,309,306,0.06832298136645963,02M051,389,49,70,53,50,59,51,57,0,0,0,0,0,0,0,208,53.5,181,46.5,81,20.8,47,12.1,177,45.5,6,1.5,78,20.1,86,22.1,38,9.8,182,46.8,48.6,2016-17
2016,P.S. 052 JOHN C. THOMPSON,119,6,312,313,0.05042016806722689,31R052,505,53,66,68,83,79,67,89,0,0,0,0,0,0,0,263,52.1,242,47.9,61,12.1,9,1.8,101,20,9,1.8,325,64.4,97,19.2,72,14.3,331,65.5,38.1,2016-17
2016,P.S. 052 QUEENS,56,1,291,303,0.017857142857142856,29Q052,475,36,85,72,66,48,89,79,0,0,0,0,0,0,0,234,49.3,241,50.7,15,3.2,389,81.9,55,11.6,12,2.5,4,0.8,98,20.6,33,6.9,306,64.4,64.3,2016-17
2016,P.S. 052 SHEEPSHEAD BAY,124,9,311,309,0.07258064516129033,22K052,850,72,121,130,127,143,131,126,0,0,0,0,0,0,0,435,51.2,415,48.8,129,15.2,123,14.5,127,14.9,15,1.8,456,53.6,109,12.8,206,24.2,644,75.8,51.7,2016-17
2016,P.S. 053 BASHEER QUISIM,109,6,302,303,0.05504587155963303,09X053,1189,53,212,183,173,187,203,178,0,0,0,0,0,0,0,588,49.5,601,50.5,12,1,354,29.8,801,67.4,4,0.3,18,1.5,183,15.4,329,27.7,976,82.1,89.8,2016-17
2016,P.S. 054 CHARLES W. LENG,122,21,318,315,0.1721311475409836,31R054,776,67,128,109,101,135,116,120,0,0,0,0,0,0,0,395,50.9,381,49.1,247,31.8,42,5.4,183,23.6,16,2.1,288,37.1,198,25.5,55,7.1,436,56.2,36.6,2016-17
2016,P.S. 054 HILLSIDE,75,3,299,300,0.04,28Q054,577,0,89,91,118,102,96,81,0,0,0,0,0,0,0,271,47,306,53,195,33.8,50,8.7,292,50.6,32,5.5,8,1.4,86,14.9,168,29.1,326,56.5,58.8,2016-17
2016,P.S. 054 SAMUEL C. BARNES,75,4,264,283,0.05333333333333334,13K054,242,31,34,35,39,36,30,37,0,0,0,0,0,0,0,124,51.2,118,48.8,8,3.3,141,58.3,79,32.6,8,3.3,6,2.5,56,23.1,29,12,235,97.1,78,2016-17
2016,P.S. 055 BENJAMIN FRANKLIN,100,6,272,279,0.06,09X055,702,72,88,105,107,100,106,124,0,0,0,0,0,0,0,336,47.9,366,52.1,1,0.1,348,49.6,348,49.6,1,0.1,4,0.6,145,20.7,86,12.3,656,93.4,93.9,2016-17
2016,P.S. 055 HENRY M. BOEHM,103,1,312,319,0.009708737864077669,31R055,626,36,91,85,100,99,111,104,0,0,0,0,0,0,0,293,46.8,333,53.2,20,3.2,4,0.6,58,9.3,7,1.1,537,85.8,139,22.2,10,1.6,204,32.6,20.5,2016-17
2016,P.S. 055 MAURE,106,17,304,306,0.16037735849056603,28Q055,522,54,77,82,66,79,85,79,0,0,0,0,0,0,0,261,50,261,50,242,46.4,46,8.8,131,25.1,93,17.8,10,1.9,87,16.7,65,12.5,439,84.1,47.9,2016-17
2016,P.S. 056 HARRY EICHLER,90,11,307,311,0.12222222222222222,27Q056,390,0,0,0,108,90,97,95,0,0,0,0,0,0,0,183,46.9,207,53.1,130,33.3,18,4.6,170,43.6,20,5.1,52,13.3,76,19.5,100,25.6,341,87.4,55.1,2016-17
