Borough,Geographical District,Building Code,Building Name ,Building Address,Elevated Result,Date of Initial Test,Number of Samples Tested,Number of Elevated Samples
M,3,M084,P.S. 84 - MANHATTAN,32 WEST 92 STREET,No,1/6/2017; 1/28/2017,108,0
M,3,M087,P.S. 87 - MANHATTAN,160 WEST 78 STREET,Yes,1/10/2017,176,2
M,3,M088,I.S. 88 - MANHATTAN,215 WEST 114 STREET,Yes,1/21/2017,191,31
M,2,M089,P.S./I.S. 89 - MANHATTAN,201 WARREN STREET,No,1/14/2017; 2/15/2017,136,0
M,6,M090,I.S. 90 - MANHATTAN,21 JUMEL PLACE,Yes,1/11/2017,143,5
M,5,M092,P.S. 92 - MANHATTAN,222 WEST 134 STREET,Yes,1/6/2017; 1/28/2017,123,8
M,6,M093,P.S./I.S. 210 - MANHATTAN,501-503 WEST 152 STREET,No,1/11/2017,82,0
M,4,M096,P.S. 96 - MANHATTAN,216 EAST 120 STREET,Yes,1/4/2017,87,4
M,1,M097,BARD COLLEGE HS (OLD M097) - M,525 EAST HOUSTON STREET,Yes,1/5/2017,72,2
M,6,M098,P.S. 98 - MANHATTAN,512 WEST 212 STREET,Yes,1/4/2017,89,1
M,4,M099,I.S. 99 - MANHATTAN,410 EAST 100 STREET,Yes,1/6/2017,111,20
M,4,M101,P.S. 101 - MANHATTAN,141 EAST 111 STREET,Yes,1/6/2017,110,3
M,4,M102,P.S. 102 - MANHATTAN,315 EAST 113 STREET,Yes,1/4/2017,74,6
M,2,M104,I.S. 104 - MANHATTAN,330 EAST 21 STREET,Yes,1/14/2017,68,3
M,4,M107,THE HERITAGE SCHOOL - MANHATTAN,1680 LEXINGTON AVENUE,No,1/11/2017,23,0
M,4,M108,P.S. 108 - MANHATTAN,1615 MADISON AVENUE,Yes,1/4/2017,102,7
M,1,M110,P.S. 110 - MANHATTAN,285 DELANCY STREET,Yes,1/14/2017,41,1
M,2,M111,P.S. 111 - MANHATTAN,440 WEST 53 STREET,Yes,1/4/2017; 1/31/2017,120,5
M,4,M112,P.S. 112 (TANDEM M206) - MANHATTAN,535 EAST 119 STREET,Yes,1/6/2017; 1/28/2017,200,11
M,3,M113,P.S. 241 - MANHATTAN,240 WEST 113 STREET,Yes,1/4/2017; 2/15/2017,115,3
M,2,M114,EAST SIDE MIDDLE SCHOOL - MANHATTAN,331 EAST 91ST STREET,Yes,1/6/2017,81,1
M,6,M115,P.S. 115 - MANHATTAN,586 WEST 177 STREET,Yes,1/4/2017,77,5
M,2,M116,P.S. 116 - MANHATTAN,210 EAST 33 STREET,Yes,1/5/2017,85,5
M,4,M117,J.H.S. 117 - MANHATTAN,240 EAST 109 STREET,Yes,1/21/2017,123,16
M,3,M118,I.S. 118 - MANHATTAN,154 WEST 93 STREET,Yes,1/14/2017,124,3
M,4,M121,P.S. 38 (OLD M121) - MANHATTAN,232 EAST 103 STREET,Yes,1/5/2017,66,2
M,5,M123,P.S. 123 - MANHATTAN,301 WEST 140 STREET,Yes,1/10/2017,150,8
M,2,M124,P.S. 124 (ECF) - MANHATTAN,40 DIVISION STREET,Yes,1/10/2017,138,24
M,5,M125,P.S. 125 - MANHATTAN,425 WEST 123 STREET,Yes,1/11/2017,141,8
M,2,M126,P.S. 126 - MANHATTAN,80 CATHERINE STREET,Yes,1/6/2017,109,11
M,6,M128,P.S. 128 - MANHATTAN,560 WEST 169 STREET,Yes,1/11/2017,170,10
M,5,M129,P.S. 129 - MANHATTAN,425 WEST 130 STREET,Yes,4/20/2017,138,3
M,2,M130,P.S. 130 - MANHATTAN,143 BAXTER STREET,Yes,1/4/2017,137,5
M,2,M131,I.S. 131 - MANHATTAN,100 HESTER STREET,Yes,1/10/2017,178,19
M,6,M132,P.S. 132 - MANHATTAN,185 WADSWORTH AVENUE,Yes,1/6/2017,83,7
M,5,M133,P.S. 133 - MANHATTAN,2121 5 AVENUE,Yes,1/4/2017,107,9
M,1,M134,P.S. 134 - MANHATTAN,293 EAST BROADWAY,Yes,1/10/2017,138,4
M,5,M136,I.S. 136 - MANHATTAN,6 EDGECOMBE AVENUE,Yes,1/6/2017,72,8
M,1,M137,P.S. 137 - MANHATTAN,327 CHERRY STREET,Yes,1/10/2017,139,11
M,1,M140,P.S. 140 - MANHATTAN,123 RIDGE STREET,Yes,1/25/2017,95,1
M,1,M142,P.S. 142 - MANHATTAN,100 ATTORNEY STREET,Yes,1/14/2017,114,6
M,6,M143,I.S. 143 - MANHATTAN,511 WEST 182ND STREET,Yes,1/11/2017,136,17
M,3,M144,P.S. 242 (OLD P144) - MANHATTAN,134 WEST 122 STREET,Yes,1/28/2017,137,3
M,3,M145,P.S. 145 - MANHATTAN,150 WEST 105 STREET,Yes,1/10/2017,135,3
M,4,M146,P.S. 146 - MANHATTAN,421 EAST 106 STREET,Yes,1/21/2017,137,8
M,3,M149,P.S. 149 (TANDEM M207) - MANHATTAN,34 WEST 118 STREET,Yes,1/4/2017,156,4
M,6,M152,P.S. 152 - MANHATTAN,93 NAGLE AVENUE,No,1/6/2017,123,0
M,6,M153,P.S. 153 - MANHATTAN,1750 AMSTERDAM AVENUE,Yes,1/6/2017,161,4
M,5,M154,P.S. 154 - MANHATTAN,250 WEST 127 STREET,Yes,1/4/2017,147,1
M,4,M155,P.S. 155 - MANHATTAN,319 EAST 117 STREET,Yes,1/21/2017,119,5
M,2,M158,P.S. 158 - MANHATTAN,1458 YORK AVENUE,Yes,1/6/2017,81,1
M,5,M161,P.S. 161 - MANHATTAN,499 WEST 133 STREET,Yes,1/6/2017,139,6
M,3,M163,P.S. 163 - MANHATTAN,163 WEST 97 STREET,Yes,1/14/2017,110,5
M,6,M164,I.S. 164 - MANHATTAN,401 WEST 164 STREET,Yes,1/11/2017,47,2
M,3,M165,P.S. 165 - MANHATTAN,234 WEST 109 STREET,Yes,1/10/2017,76,3
M,3,M166,P.S. 166 - MANHATTAN,132 WEST 89 STREET,Yes,1/14/2017,142,8
M,2,M167,I.S. 167 - MANHATTAN,220 EAST 76 STREET,Yes,1/10/2017,138,12
M,2,M169,P.S. 169 (ECF) - MANHATTAN,110 EAST 88 STREET,Yes,1/14/2017,87,10
M,4,M171,P.S. 171 - MANHATTAN,19 EAST 103 STREET,Yes,1/4/2017,99,7
M,6,M173,P.S. 173 - MANHATTAN,306 FORT WASHINGTON AVENUE,Yes,1/4/2017,135,4
M,5,M175,P.S. 175 - MANHATTAN,175 WEST 134 STREET,Yes,1/4/2017,106,6
M,6,M176,P.S./I.S. 176 - MANHATTAN,4862 BROADWAY,Yes,1/11/2017,133,12
M,6,M178,P.S. 178 - MANHATTAN,12-18 ELLWOOD STREET,Yes,1/11/2017,99,1
M,3,M180,P.S. 180 - MANHATTAN,370 WEST 120TH STREET,Yes,1/10/2017,131,4
M,2,M183,P.S. 183 - MANHATTAN,419 EAST 66 STREET,Yes,1/4/2017,51,1
M,3,M185,P.S. 185 (TANDEM M208) - MANHATTAN,20 WEST 112 STREET,Yes,1/21/2017,88,1
M,6,M187,P.S./I.S. 187 - MANHATTAN,349 CABRINI BOULEVARD,Yes,1/4/2017,51,5
M,1,M188,P.S. 188 - MANHATTAN,442 EAST HOUSTON STREET,Yes,1/6/2017,89,1
M,6,M189,P.S. 189 - MANHATTAN,2580 AMSTERDAM AVENUE,Yes,1/11/2017,159,7
M,2,M190,P.S. 290 - MANHATTAN,311 EAST 82 STREET,Yes,1/5/2017,40,2
M,3,M191,P.S. 191 - MANHATTAN,210 WEST 61 STREET,Yes,1/28/2017,132,2
M,6,M192,P.S. 192 - MANHATTAN,500 WEST 138 STREET,Yes,1/5/2017,79,4
M,5,M194,P.S. 194 - MANHATTAN,244 WEST 144 STREET,Yes,1/4/2017,40,4
M,5,M195,TERENCE D. TOLBERT EDUCATION COMPLEX - MANHATTAN,625 WEST 133 STREET,Yes,1/4/2017,108,4
M,5,M197,P.S. 197 - MANHATTAN,2230 5 AVENUE,Yes,1/11/2017,110,4
M,2,M198,P.S. 198 - MANHATTAN,1700 3 AVENUE,Yes,1/4/2017,142,2
M,3,M199,P.S. 199 - MANHATTAN,270 WEST 70 STREET,Yes,1/4/2017,125,1
M,5,M200,P.S. 200 (TANDEM M010) - MANHATTAN,2589 7 AVENUE,Yes,1/21/2017,107,12
M,4,M206,P.S. 206 (TANDEM M112) - MANHATTAN,508 EAST 120 STREET,Yes,Results reported under M112,Results reported under M112,Results reported under M112
M,3,M208,P.S. 208 (TANDEM M185) - MANHATTAN,21 WEST 111 STREET,Yes,1/21/2017,108,2
M,6,M218,I.S. 218 - MANHATTAN,4600 BROADWAY,Yes,1/11/2017,87,2
M,6,M223,I.S. 223 (MOTT HALL) - MANHATTAN,71-111 CONVENT AVE,Yes,1/11/2017,27,8
M,6,M233,ALTERNATIVE LEARNING CENTER - M,601 WEST 183 STREET,Yes,1/4/2017,38,1
M,2,M234,P.S. 234 - MANHATTAN,292 GREENWICH STREET,Yes,1/10/2017,114,3
M,6,M263,PS/IS 263 - Manhattan,202 SHERMAN AVE,Yes,1/11/2017,114,3
M,2,M267,P.S. 59 - (MEETH) -MANHATTAN,213 EAST 63RD STREET,Yes,1/4/2017,99,3
M,2,M271,P.S./I.S. 217 - MANHATTAN,645 MAIN STREET,Yes,1/10/2017,100,8
M,2,M276,P.S./I.S. 276 - MANHATTAN,55 BATTERY PLACE,Yes,1/10/2017,183,3
M,5,M280,HARLEM VILLAGE ACADEMY - MANHATTAN,35 WEST 124TH STREET,Yes,4/6/2017,56,1
M,2,M281,P.S. 281 - MANHATTAN,425 EAST 35TH STREET,Yes,1/4/2017,160,24
M,2,M282,BROADWAY EDUCATION CAMPUS - M,7 BEAVER STREET,Yes,1/10/2017,206,39
M,2,M338,P.S. 51 ELIAS HOWE - MANHATTAN,525 WEST 44TH STREET,Yes,1/10/2017,161,11
M,2,M340,THE SIXTH AVENUE EDUCATIONAL CAMPUS - MANHATTAN,590 SIXTH AVENUE,Yes,1/10/2017,148,7
M,2,M343,THE PECK SLIP SCHOOL - MANHATTAN,1 PECK SLIP,Yes,1/10/2017,188,6
M,5,M371,P.S. 318 - MANHATTAN,276 WEST 151ST STREET,Yes,1/21/2017,19,1
M,6,M380,P.S. 380- MANHATTAN,508 WEST 153RD STREET,No,1/11/2017,13,0
M,6,M387,Success Academy - Washington Heights,701 FORT WASHINGTON AVENUE,Yes,1/11/2017,59,1
M,5,M389,Success Academy - Harlem Central,461 WEST 131 STREET,Yes,1/21/2017,29,3
M,5,M390,P.S. 183 GYM - MANHATTAN,408 EAST 67TH STREET,No,1/4/2017,9,0
M,2,M391,PRE-K @ 2-26 WASHINGTON ST - MANHATTAN,2-26 WASHINGTON STREET,No,1/14/2017,41,0
M,4,M435,MANHTN CT FOR MATH & SCI. HS - M,260 PLEASANT AVENUE,Yes,1/21/2017,201,51
M,2,M440,BAYARD RUSTIN EDUCATIONAL COMP-M,351 WEST 18 STREET,Yes,1/28/2017,102,7
M,2,M445,SEWARD PARK HS - MANHATTAN,350 GRAND STREET,Yes,1/25/2017,127,9
M,1,M446,UNIVERSITY NEIGHBORHOOD - M,200 MONROE STREET,Yes,1/5/2017,35,1
M,2,M447,SEWARD PARK AF - MANHATTAN,350 GRAND STREET,Yes,1/25/2017,2,1
M,2,M451,LIBERTY HS - MANHATTAN,250 WEST 18 STREET,No,1/5/2017,39,0
M,2,M453,PRE-K CENTER @ 2 LAFAYETTE STREET - MANHATTAN,2 LAFAYETTE STREET,Yes,1/21/2017,20,2
M,2,M460,WASHINGTON IRVING HS - MANHATTAN,40 IRVING PLACE,Yes,1/14/2017,253,22
M,6,M465,G. WASHINGTON HS EDUC. CAMPUS - M,549 AUDUBON AVENUE,Yes,1/21/2017,124,2
M,6,M466,GEORGE WASHINGTON AF - MANHATTAN,549 AUDUBON AVENUE,Yes,1/21/2017,13,3
M,3,M470,LOUIS D. BRANDEIS HS - MANHATTAN,145 WEST 84 STREET,Yes,1/14/2017,166,12
M,2,M475,HEALTH PROFESSIONS HS (OL STY) - M,345 EAST 15TH STREET,Yes,1/21/2017; 2/24/2017,167,18
M,2,M477,STUYVESANT HS (NEW) - MANHATTAN,345 CHAMBERS STREET,Yes,1/21/2017; 2/5/2017,230,11
M,2,M480,JULIA RICHMAN ED. COMPLEX - M,317 EAST 67 STREET,Yes,1/28/2017,183,17
M,3,M485,FIORELLO LAGUARDIA HS - MANHATTAN,100 AMSTERDAM AVENUE,Yes,1/28/2017,267,20
M,2,M486,J. K. ONASSIS HS FOR INT CAREERS-M,120 WEST 46 STREET,Yes,1/14/2017,59,5
M,2,M488,MIDTOWN EAST CAMPUS - MANHATTAN,231-249 EAST 56 STREET,Yes,1/14/2017,289,30
M,3,M490,"MARTIN LUTHER KING, JR. HS - M",122 AMSTERDAM AVENUE,Yes,1/28/2017,207,9
M,4,M495,PARK EAST HS - MANHATTAN,230 EAST 105 STREET,No,1/11/2017,29,0
M,5,M501,ARTHUR SCHOMBURG HS (IS 201) - M,2005 MADISON AVENUE,Yes,1/11/2017,99,4
M,3,M506,EDWARD A. REYNOLDS WEST SIDE HS- M,140 WEST 102 STREET,Yes,1/4/2017,74,2
M,1,M510,FORSYTH HS (AUXSVC-OLD 91) - M,198 FORSYTH STREET,Yes,1/5/2017; 1/11/2017,48,4
M,2,M520,MURRY BERGTRAUM HS (ECF) - M,411 PEARL STREET,Yes,1/14/2017,131,11
M,2,M521,BERGTRAUM AF - MANHATTAN,171 CHERRY STREET,Yes,1/14/2017,12,2
M,6,M528,I.S. 528 - MANHATTAN,180 WADSWORTH AVENUE,No,1/11/2017,28,0
M,2,M535,PARK WEST HS (ECF) - MANHATTAN,525 WEST 50TH STREET,Yes,1/14/2017,266,24
M,6,M540,A. PHILLIP RANDOLPH HS - MANHATTAN,443 WEST 135 STREET,Yes,1/21/2017,132,3
M,2,M600,FASHION INDUSTRIES VOC HS - M,225 WEST 24 STREET,Yes,1/21/2017,266,51
M,2,M615,CHELSEA VOC HS - MANHATTAN,131 AVENUE OF THE AMERICAS,Yes,1/21/2017,42,4
M,2,M620,NORMAN THOMAS HS (ECF) - MANHATTAN,111 EAST 33RD STREET,Yes,1/28/2017,142,2
M,2,M625,HS OF GRAPHIC COMMUNICATION ARTS-M,439 WEST 49TH STREET,Yes,1/21/2017,106,4
M,2,M641,CITY-AS-SCHOOL(OLD 95) - MANHATTAN,250 WEST HOUSTON STREET,Yes,1/10/2017,90,1
M,2,M645,OLD MANHATTAN VOC/TECH HS - M,320 EAST 96 STREET,Yes,1/14/2017; 2/11/2017,46,6
M,2,M646,SCL COOP TECH ED (MNH VOC HS) - M,321 EAST 96 STREET,Yes,1/21/2017,99,10
M,2,M660,SCHL OF THE FUTURE (OLD BACON) - M,127 EAST 22 STREET,Yes,1/14/2017,35,2
M,2,M661,MNHT COMP NIGHT&DAY (OL BACN X)-M,240 2 AVENUE,Yes,1/28/2017,33,4
M,1,M751,P.S. 751 (CAR.DEV/OLD 25) - M,113 EAST 4TH STREET,Yes,1/5/2017,40,1
M,2,M807,HARVEY MILK SCHOOL - MANHATTAN,2-10 ASTOR PLACE,Yes,4/5/2017,18,5
M,5,M812,"HS FOR MATH, SCI & ENGINEERING-M",240 CONVENT AVE,Yes,4/20/2017,28,1
M,6,M814,THE COMMUNITY HEALTH ACADEMY OF THE HEIGHTS - M,504 WEST 158TH STREET,Yes,1/11/2017,90,1
M,2,M816,P.S. 527 - East Side School for Social Action,323 EAST 91 STREET,Yes,1/14/2017,51,4
M,2,M824,MILLENNIUM HS - MANHATTAN,75 BROAD STREET,No,1/14/2017,80,0
M,2,M827,AUX. SERV-MAN. LEARNING CENTER - M,500 8 AVENUE,Yes,1/14/2017; 2/15/2017,31,4
M,6,M828,P.S. 128 MINISCHOOL - MANHATTAN,80 AUDUBON AVE,Yes,1/14/2017,14,6
M,2,M833,HS FOR ECONOMICS & FINANCE - M,100 TRINITY PLACE,Yes,1/14/2017,63,5
M,2,M834,HS FOR ENVIRONMENTAL STUDIES - M,850 10TH AVENUE,Yes,2/4/2017,206,54
M,3,M837,BEACON HS - MANHATTAN,227-243 WEST 61ST STREET,Yes,1/21/2017,70,5
M,2,M840,P.S. 150 - MANHATTAN,334 GREENWICH STREET,Yes,1/5/2017,39,2
M,3,M841,P.S. 811 (OLD P148/LIVINGS HS) - M,466 WEST END AVENUE,Yes,1/14/2017,65,7
M,2,M843,P.S. 234 ANNEX - MANHATTAN,200 CHAMBERS STREET,Yes,1/10/2017,20,1
M,2,M844,P.S. 138 ANNEX (OLD M047 AX) - M,400 FIRST AVENUE,Yes,1/5/2017,55,10
M,6,M845,P.S. 98 MINISCHOOL - MANHATTAN,512 WEST 212 STREET,Yes,1/4/2017,15,2
M,5,M846,P.S. 46 MINISCHOOL - MANHATTAN,2987 FREDERICK DOUGLAS BLVD,No,1/11/2017,6,0
M,6,M848,P.S. 192 MINISCHOOL - MANHATTAN,500 WEST 138 STREET,Yes,1/5/2017,28,7
M,5,M853,MHS SUSPENSION HEARING OFFICE - M,209 WEST 125 STREET,No,1/21/2017,11,0
M,2,M855,ELEANOR ROOSEVELT HS - MANHATTAN,411 EAST 76 STREET,No,1/4/2017,52,0
M,6,M859,I.S. 143 MINISCHOOL - MANHATTAN,512 WEST 182 ST,No,1/11/2017,14,0
M,2,M868,THE CLINTON SCHOOL - MANHATTAN,10 East 15th Street,Yes,1/5/2017,134,3
M,2,M871,NYHS - BOATHOUSE,134 CARDER ROAD,No,1/21/2017,7,0
M,2,M873,MANHATTAN VILLAGE ACADEMY - M,43 WEST 22 STREET,Yes,1/21/2017,34,2
M,2,M874,BARUCH COLLEGE CAMPUS HS - M,55 EAST 25 STREET,Yes,1/5/2017,41,5
M,2,M875,P.S. 226 (FIRST PRESB CHURCH) - M,12 WEST 12 STREET,No,4/5/2017,13,0
M,6,M876,GREGORIO LUPERON PREP. SCHOOL - M,501 WEST 165TH STREET,Yes,1/11/2017; 2/11/2017,62,8
M,2,M877,NEW YORK HARBOR SCHOOL - MANHATTAN,"10 SOUTH STREET, SLIP 7",Yes,1/21/2017; 2/25/2017,60,7
M,2,M883,LEGACY HS FOR INTEGR. STUDIES - M,34 WEST 14 STREET,Yes,1/5/2017,32,6
M,6,M884,P.S. 18 ANNEX (GYM) - MANHATTAN,4130 9 AVENUE,No,1/14/2017,3,0
M,2,M891,MANHATTAN ACADEMY FOR ARTS AND LANGUAGE - M,50 BROADWAY,No,4/4/2017,10,0
M,2,M894,HS FOR LEADERSHIP & PUBLIC SER - M,90 TRINITY PLACE,Yes,1/14/2017,92,31
M,4,M895,YOUNG WOMEN'S LEADERSHIP HS - M,105 EAST 106TH STREET,Yes,2/11/2017,30,4
M,2,M896,NYC PUBLIC SCHOOL REPERTORY CO - M,123 WEST 43 STREET,No,1/10/2017,16,0
M,6,M898,P.S. 18 - MANHATTAN,4124 9 AVENUE,No,1/11/2017,30,0
M,6,M902,P.S. 48 TRANSPORTABLE - MANHATTAN,4360 BROADWAY,No,1/6/2017,4,0
M,2,M905,BALLET TECH/PUB. SCL FOR DANCE - M,890 BROADWAY,No,3/31/2017,18,0
M,5,M908,Harlem Promise Academy Charter - Manhattan,245 West 129th Street,No,4/14/2017,162,0
M,5,M911,HARLEM RENAISSANCE HS (OLD M24)-M,22 EAST 128 STREET,Yes,1/11/2017,42,5
M,2,M912,BEACON HIGH SCHOOL - MANHATTAN,522 WEST 44TH STREET,Yes,1/21/2017,244,17
M,5,M916,TEACHERS COLLEGE COMMUNITY SCHOOL - MANHATTAN,168 MORNINGSIDE AVENUE,Yes,1/4/2017,46,2
M,6,M918,P.S./IS 278 - MANHATTAN,421 W 219TH ST,Yes,1/14/2017,94,4
M,3,M919,P.S. 163 TRANSPORTABLE - M,163 WEST 97 STREET,No,1/14/2017,8,0
M,2,M920,SATELLITE ACADEMY - MANHATTAN,120 WEST 30 STREET,Yes,1/14/2017,34,4
M,3,M932,P.S. 199 ANNEX - MANHATTAN,129 WEST 67 STREET,Yes,4/12/2017,57,3
M,2,M933,I.S. 260 - MANHATTAN,425 WEST 33RD STREET,Yes,1/14/2017,32,1
M,6,M965,I.S. 349 - MANHATTAN,549 AUDOBON AVENUE,No,1/21/2017,59,0
M,5,M970,THURGOOD MARSHALL ACAD. - M,200-214 WEST 135TH STREET,Yes,1/5/2017,68,1
M,2,M971,THE SPRUCE STREET EDUCATIONAL CAMPUS,12 SPRUCE STREET,Yes,1/5/2017,138,4
Q,30,Q002,P.S. 2 - QUEENS,75-10 21 AVENUE,Yes,1/27/2017,62,5
Q,28,Q003,P.S. 303 - QUEENS,108-55 69 AVENUE,Yes,1/24/2017,58,2
Q,24,Q005,I.S. 5 - QUEENS,50-40 JACOBUS STREET,Yes,1/27/2017,188,38
Q,24,Q007,P.S. 7 - QUEENS,80-55 CORNISH AVENUE,Yes,1/26/2017,222,8
Q,28,Q008,J.H.S. 8 - QUEENS,108-35 167 STREET,Yes,2/1/2017,128,17
Q,24,Q009,P.S. 9 (W REED SCHOOL) - QUEENS,58-74 57 STREET,Yes,1/26/2017,33,5
Q,30,Q010,I.S. 10 - QUEENS,45-11 31ST AVE,Yes,1/27/2017,49,9
Q,30,Q011,P.S. 11 - QUEENS,54-25 SKILLMAN AVENUE,Yes,1/26/2017,129,18
Q,24,Q012,P.S. 12 - QUEENS,42-00 72 STREET,Yes,1/31/2017,140,13
Q,24,Q013,P.S. 13 - QUEENS,55-01 94 STREET,Yes,1/31/2017,207,3
Q,24,Q014,P.S. 14 - QUEENS,107-01 OTIS AVENUE,Yes,1/27/2017,142,15
Q,29,Q015,P.S. 15 - QUEENS,121-15 LUCAS STREET,No,1/24/2017,64,0
Q,30,Q017,P.S. 17 - QUEENS,28-37 29 STREET,Yes,1/31/2017,139,3
Q,26,Q018,P.S. 18 - QUEENS,86-35 235 COURT,Yes,1/27/2017,84,4
Q,24,Q019,P.S. 19 - QUEENS,98-02 ROOSEVELT AVENUE,Yes,1/31/2017,81,3
Q,25,Q020,P.S. 20 - QUEENS,142-30 BARCLAY AVENUE,Yes,1/27/2017,202,18
Q,25,Q021,P.S. 21 - QUEENS,147-36 26 AVENUE,Yes,1/27/2017,192,5
Q,25,Q022,P.S. 22 - QUEENS,153-33 SANFORD AVENUE,Yes,1/31/2017,103,12
Q,25,Q023,QUEENS ACADEMY HS - QUEENS,138-11 35 AVENUE,Yes,1/31/2017,24,2
Q,25,Q024,P.S. 24 - QUEENS,141-11 HOLLY AVENUE,Yes,1/26/2017,54,3
Q,25,Q025,J.H.S. 25 - QUEENS,34-65 192 STREET,Yes,1/31/2017,96,2
Q,26,Q026,P.S. 26 - QUEENS,195-02 69 AVENUE,Yes,1/31/2017,117,12
Q,24,Q028,P.S. 28 - QUEENS,109-10 47 AVENUE,Yes,1/31/2017,86,3
Q,25,Q029,P.S. 29 - QUEENS,125-10 23 AVENUE,Yes,2/1/2017,101,5
Q,28,Q030,P.S. 30 - QUEENS,126-10 BEDELL STREET,Yes,1/24/2017,113,1
Q,26,Q031,P.S. 31 - QUEENS,211-45 46 ROAD,Yes,1/31/2017,80,2
Q,25,Q032,P.S. 32 - QUEENS,171-11 35 AVENUE,No,1/26/2017,57,0
Q,29,Q033,P.S. 33 - QUEENS,91-37 222 STREET,Yes,2/4/2017,125,26
Q,29,Q034,P.S. 34 - QUEENS,104-12 SPRINGFIELD BOULEVARD,Yes,1/24/2017,59,8
Q,29,Q035,P.S. 35 - QUEENS,191-02 90 AVENUE,Yes,1/24/2017,134,2
Q,29,Q036,P.S. 36 - QUEENS,187-01 FOCH BOULEVARD,Yes,1/24/2017,43,1
Q,29,Q037,P.S. 37 - QUEENS,179-37 137 AVENUE,Yes,1/24/2017,102,19
Q,29,Q038,P.S. 38 - QUEENS,135-21 241 STREET,Yes,1/25/2017,46,8
Q,28,Q040,P.S. 40 (D28) - QUEENS,109-20 UNION HALL STREET,Yes,1/24/2017,94,1
Q,26,Q041,P.S. 41 - QUEENS,214-43 35 AVENUE,No,1/31/2017,70,0
Q,27,Q042,P.S. 42 - QUEENS,488 BEACH 66 STREET,Yes,1/24/2017,142,15
Q,27,Q043,P.S. 43 - QUEENS,160 BEACH 29 STREET,Yes,2/4/2017,269,55
Q,27,Q045,P.S. 45 - QUEENS,126-28 150 STREET,Yes,1/24/2017,53,6
Q,26,Q046,P.S. 46 - QUEENS,64-45 218 STREET,Yes,1/26/2017; 2/18/2017,202,21
Q,27,Q047,P.S. 47 - QUEENS,9 POWER ROAD,Yes,1/24/2017,10,1
Q,28,Q048,P.S. 48 - QUEENS,155-02 108 AVENUE,Yes,1/24/2017,50,5
Q,24,Q049,P.S./I.S. 49 - QUEENS,63-60 80th Street,Yes,1/27/2017,105,10
Q,28,Q050,P.S. 50 - QUEENS,143-26 101 AVENUE,Yes,1/24/2017,106,2
Q,27,Q051,P.S. 51 (ECC) - QUEENS,87-45 117 STREET,Yes,1/24/2017,54,1
Q,29,Q052,P.S. 52 - QUEENS,178-37 146 TERRACE,Yes,1/24/2017,56,1
Q,27,Q053,I.S. 53 - QUEENS,10-45 NAMEOKE STREET,Yes,1/25/2017,104,20
Q,28,Q054,P.S. 54 - QUEENS,86-02 127 STREET,Yes,1/24/2017,45,3
Q,28,Q055,P.S. 55 - QUEENS,131-10 97 AVENUE,Yes,1/27/2017,58,9
Q,27,Q056,P.S. 56 (OLD R HILL AX) - QUEENS,86-10 114 STREET,Yes,1/24/2017,89,11
Q,24,Q058,P.S. 58 - QUEENS,72-24 GRAND AVENUE,Yes,1/27/2017,169,8
Q,29,Q059,I.S. 59 - QUEENS,132-55 RIDGEDALE STREET,Yes,1/31/2017,104,13
Q,27,Q060,P.S. 60 - QUEENS,91-02 88 AVENUE,Yes,1/26/2017,88,1
Q,24,Q061,I.S. 61 - QUEENS,98-50 50 AVENUE,No,1/27/2017,110,0
Q,27,Q062,P.S. 62 - QUEENS,97-25 108 STREET,Yes,1/24/2017,141,10
Q,27,Q063,P.S. 63 - QUEENS,90-15 SUTTER AVENUE,Yes,1/24/2017,129,13
Q,27,Q064,P.S. 64 - QUEENS,82-01 101 AVENUE,Yes,1/25/2017,88,8
Q,27,Q066,P.S. 66 - QUEENS,85-11 102 STREET,No,1/25/2017,28,0
Q,26,Q067,J.H.S. 67 - QUEENS,51-60 MARATHON PARKWAY,Yes,1/27/2017,101,7
Q,24,Q068,P.S. 68 - QUEENS,59-09 SAINT FELIX AVENUE,Yes,2/1/2017,116,2
Q,30,Q069,P.S. 69 - QUEENS,77-02 37 AVENUE,Yes,1/27/2017,128,1
Q,30,Q070,P.S. 70 - QUEENS,30-44 43rd Street,Yes,1/26/2017,173,5
Q,24,Q071,P.S. 71 - QUEENS,62-85 FOREST AVENUE,Yes,1/31/2017,73,4
Q,28,Q072,J.H.S. 72 - QUEENS,133-25 GUY R BREWER BOULEVARD,Yes,1/25/2017,106,14
Q,24,Q073,I.S. 73 - QUEENS,70-02 54 AVENUE,Yes,1/27/2017; 2/2/2017,104,8
Q,26,Q074,I.S. 74 - QUEENS,61-15 OCEANIA STREET,Yes,1/31/2017,144,20
Q,24,Q075,P.S. 75 (R PERRY SCHOOL)-QUEENS,16-66 HANCOCK STREET,Yes,1/25/2017,61,2
Q,30,Q076,P.S. 76 - QUEENS,36-36 10 STREET,Yes,1/26/2017,148,3
Q,25,Q079,P.S. 79 - QUEENS,147-27 15 DRIVE,Yes,1/26/2017,118,5
Q,28,Q080,P.S. 80 - QUEENS,171-05 137TH AVENUE,Yes,1/24/2017,128,9
Q,24,Q081,P.S. 81 - QUEENS,559 CYPRESS AVENUE,Yes,1/27/2017,75,2
Q,28,Q082,P.S. 82 - QUEENS,88-02 144 STREET,Yes,1/25/2017,87,2
Q,30,Q084,P.S. 84 - QUEENS,22-45 41 STREET,Yes,1/31/2017,46,4
